OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
137,FERTILITY CENTER OF ASSISTED REPRODUCTION & ENDOCRINOLOGY,,WINTER PARK,FLORIDA,100%,68%,0%,3%,6%,13%,14%,54%,5%,6%,27%,4%,9%,11%,19%,166,1,"Mark P. Trolice, MD",53,29,17,12,1,2,1.9,3.4,1 / 17,2 / 12,0 / 1,1 / 2,2.0,2.4,2.6,3.2,5.0,1.0,39.8,25.9,31.0,12.5,0 / 5,0 / 1,5.3,0.0,0 / 9,0 / 9,0 / 1,,34.0,24.1,2 / 17,1 / 12,0 / 1,0 / 2,0.0,0.0,0 / 17,1 / 12,0 / 1,0 / 2,43.4,37.9,4 / 17,2 / 12,0 / 1,0 / 2,47.2,44.8,6 / 17,2 / 12,0 / 1,0 / 2,42,24,11,10,1,1,42.9,29.2,2 / 11,1 / 10,0 / 1,0 / 1,0.0,0.0,0 / 11,1 / 10,0 / 1,0 / 1,54.8,45.8,4 / 11,2 / 10,0 / 1,0 / 1,59.5,54.2,6 / 11,2 / 10,0 / 1,0 / 1,25,13,6,2,0,0,72.0,7 / 13,2 / 6,1 / 2,,,0.0,0 / 13,0 / 6,1 / 2,,,92.0,11 / 13,4 / 6,2 / 2,,,16,9,1,3,0,0,14,9,1,3,0,0,1.3,1.8,1.0,3.0,,,2.1,2.2,3.0,2.0,,,26.7,40.0,0 / 3,1 / 6,,,3 / 14,4 / 9,0 / 1,1 / 3,,,0 / 14,0 / 9,0 / 1,0 / 3,,,4 / 14,5 / 9,0 / 1,1 / 3,,,8 / 14,6 / 9,0 / 1,1 / 3,,,16,6,14,6,1.9,1.8,57.7,1 / 11,5 / 14,1 / 6,9 / 14,1 / 6,11 / 14,2 / 6,Fertility Center of Assisted Reproduction & Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,FL
138,ATLANTA CENTER FOR REPRODUCTIVE MEDICINE,,ATLANTA,GEORGIA,100%,73%,<1%,<1%,3%,13%,17%,31%,10%,5%,20%,12%,15%,13%,10%,818,81,"James P. Toner, MD, PhD",244,119,90,39,16,0,7.8,8.4,2.2,7.7,6 / 16,,2.0,2.2,2.7,2.9,2.7,,50.5,29.2,18.9,10.4,0.0,,11.2,5.3,0.0,0.0,0 / 7,,29.9,26.9,18.9,20.5,0 / 16,,2.0,1.7,0.0,0.0,0 / 16,,50.8,38.7,26.7,20.5,0 / 16,,57.0,43.7,36.7,25.6,0 / 16,,215,104,83,33,9,0,34.0,30.8,20.5,24.2,0 / 9,,2.3,1.9,0.0,0.0,0 / 9,,57.7,44.2,28.9,24.2,0 / 9,,64.7,50.0,39.8,30.3,0 / 9,,139,52,33,10,0,0,52.5,61.5,51.5,8 / 10,,,3.6,3.8,0.0,0 / 10,,,89.2,88.5,72.7,8 / 10,,,87,36,28,5,1,2,83,35,27,5,1,2,1.2,1.1,1.1,0.5,0.5,,1.6,1.8,2.0,1.6,2.0,2.0,41.7,34.9,24.5,3 / 8,1 / 2,0 / 4,36.1,25.7,29.6,3 / 5,1 / 1,0 / 2,0.0,0.0,0.0,0 / 5,0 / 1,0 / 2,44.6,40.0,33.3,3 / 5,1 / 1,0 / 2,53.0,45.7,40.7,3 / 5,1 / 1,0 / 2,47,23,44,22,1.9,1.6,54.2,36.1,36.4,36.4,65.9,36.4,70.5,45.5,Atlanta Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,0,GA
139,EMORY REPRODUCTIVE CENTER,,ATLANTA,GEORGIA,100%,81%,0%,0%,<1%,30%,17%,30%,11%,20%,29%,1%,15%,23%,17%,278,11,"Donna R. Session, MD",77,51,46,17,4,2,3.9,11.8,28.3,3 / 17,0 / 4,0 / 2,1.9,2.2,3.1,3.7,5.0,4.0,49.3,34.7,23.5,9.6,0.0,0 / 8,9.9,7.0,0.0,0 / 13,0 / 4,0 / 2,42.9,41.2,21.7,4 / 17,0 / 4,0 / 2,0.0,0.0,0.0,0 / 17,0 / 4,0 / 2,62.3,52.9,28.3,4 / 17,0 / 4,0 / 2,68.8,52.9,37.0,5 / 17,0 / 4,0 / 2,72,43,32,14,4,2,45.8,48.8,31.3,4 / 14,0 / 4,0 / 2,0.0,0.0,0.0,0 / 14,0 / 4,0 / 2,66.7,62.8,40.6,4 / 14,0 / 4,0 / 2,73.6,62.8,53.1,5 / 14,0 / 4,0 / 2,53,27,17,5,0,0,62.3,77.8,10 / 17,4 / 5,,,0.0,0.0,0 / 17,0 / 5,,,90.6,100.0,13 / 17,4 / 5,,,32,12,8,2,0,1,32,12,8,2,0,1,1.4,2.4,1.6,,0.0,,2.0,2.5,2.5,2.5,,3.0,25.4,36.7,25.0,2 / 5,,0 / 3,31.3,2 / 12,5 / 8,2 / 2,,0 / 1,0.0,0 / 12,0 / 8,0 / 2,,0 / 1,37.5,5 / 12,5 / 8,2 / 2,,0 / 1,46.9,7 / 12,6 / 8,2 / 2,,0 / 1,10,5,10,3,2.0,2.0,60.0,3 / 6,1 / 10,3 / 3,5 / 10,3 / 3,6 / 10,3 / 3,Emory Reproductive Center,Yes,No,Yes,Yes,Yes,No,Yes,0,GA
140,"GEORGIA REPRODUCTIVE SPECIALISTS, LLC",,ATLANTA,GEORGIA,100%,54%,0%,0%,3%,15%,20%,25%,11%,<1%,34%,15%,14%,14%,18%,423,36,"Mark Perloe, MD",92,44,46,11,0,0,9.8,11.4,8.7,3 / 11,,,2.1,2.3,2.8,2.7,,,33.5,19.8,17.6,3 / 19,,,8.0,5.6,0.0,0 / 7,,,25.0,13.6,15.2,1 / 11,,,0.0,0.0,0.0,0 / 11,,,39.1,22.7,19.6,2 / 11,,,42.4,29.5,32.6,2 / 11,,,76,38,38,7,0,0,30.3,15.8,18.4,1 / 7,,,0.0,0.0,0.0,0 / 7,,,47.4,26.3,23.7,2 / 7,,,51.3,34.2,39.5,2 / 7,,,39,13,15,2,0,0,59.0,6 / 13,7 / 15,1 / 2,,,0.0,0 / 13,0 / 15,0 / 2,,,92.3,10 / 13,9 / 15,2 / 2,,,83,33,29,10,4,0,72,30,24,9,2,0,2.1,1.4,3.0,2.3,,,1.8,1.7,1.8,1.9,2.0,,21.5,21.2,33.3,4 / 17,2 / 4,,19.4,26.7,25.0,2 / 9,2 / 2,,0.0,0.0,0.0,0 / 9,0 / 2,,25.0,30.0,33.3,2 / 9,2 / 2,,34.7,33.3,50.0,3 / 9,2 / 2,,22,13,19,13,2.1,1.8,27.5,26.1,5 / 19,1 / 13,7 / 19,3 / 13,12 / 19,4 / 13,"Georgia Reproductive Specialists, LLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,GA
141,REPRODUCTIVE MEDICINE AND INFERTILITY ASSOCIATES,,AUGUSTA,GEORGIA,100%,47%,0%,0%,0%,22%,7%,27%,10%,0%,27%,2%,10%,0%,5%,41,0,"Lawrence C. Layman, MD",19,4,2,4,1,0,1 / 19,0 / 4,0 / 2,1 / 4,0 / 1,,2.0,2.3,2.0,2.3,5.0,,44.4,5 / 9,1 / 4,0 / 7,0 / 5,,0 / 17,0 / 4,0 / 1,0 / 3,0 / 1,,8 / 19,3 / 4,1 / 2,0 / 4,0 / 1,,0 / 19,0 / 4,0 / 2,0 / 4,0 / 1,,11 / 19,4 / 4,1 / 2,0 / 4,0 / 1,,13 / 19,4 / 4,1 / 2,0 / 4,0 / 1,,18,4,2,3,1,0,8 / 18,3 / 4,1 / 2,0 / 3,0 / 1,,0 / 18,0 / 4,0 / 2,0 / 3,0 / 1,,11 / 18,4 / 4,1 / 2,0 / 3,0 / 1,,13 / 18,4 / 4,1 / 2,0 / 3,0 / 1,,13,4,1,0,0,0,8 / 13,3 / 4,1 / 1,,,,0 / 13,0 / 4,0 / 1,,,,11 / 13,4 / 4,1 / 1,,,,6,0,1,0,0,0,4,0,1,0,0,0,4.0,,,,,,1.8,,1.0,,,,4 / 7,,0 / 1,,,,2 / 4,,0 / 1,,,,0 / 4,,0 / 1,,,,3 / 4,,0 / 1,,,,3 / 4,,0 / 1,,,,1,3,1,2,2.0,2.0,0 / 2,1 / 4,0 / 1,0 / 2,0 / 1,0 / 2,0 / 1,1 / 2,Reproductive Medicine and Infertility Associates,Yes,No,Yes,No,Yes,Yes,Yes,0,GA
142,SERVY INSTITUTE FOR REPRODUCTIVE ENDOCRINOLOGY,,AUGUSTA,GEORGIA,100%,49%,0%,2%,4%,24%,7%,26%,9%,11%,32%,11%,12%,12%,14%,250,3,"Edouard Servy, MD",90,45,32,24,6,3,13.3,13.3,15.6,20.8,2 / 6,1 / 3,1.9,2.2,2.5,2.9,3.0,5.0,36.9,16.5,13.6,2.1,1 / 12,0 / 5,9.1,0.0,0.0,1 / 14,0 / 4,0 / 1,20.0,8.9,15.6,0.0,0 / 6,0 / 3,0.0,0.0,0.0,0.0,0 / 6,0 / 3,28.9,13.3,18.8,0.0,0 / 6,0 / 3,40.0,24.4,21.9,4.2,1 / 6,0 / 3,69,36,24,16,4,1,26.1,11.1,20.8,0 / 16,0 / 4,0 / 1,0.0,0.0,0.0,0 / 16,0 / 4,0 / 1,37.7,16.7,25.0,0 / 16,0 / 4,0 / 1,52.2,30.6,29.2,1 / 16,1 / 4,0 / 1,36,11,7,1,1,0,50.0,4 / 11,5 / 7,0 / 1,0 / 1,,0.0,0 / 11,0 / 7,0 / 1,0 / 1,,72.2,6 / 11,6 / 7,0 / 1,0 / 1,,17,9,4,4,0,0,16,9,4,4,0,0,1.6,1.0,1.3,0.8,,,1.9,2.2,2.3,2.3,,,36.7,0.0,1 / 9,2 / 9,,,3 / 16,0 / 9,1 / 4,1 / 4,,,0 / 16,0 / 9,0 / 4,0 / 4,,,5 / 16,0 / 9,1 / 4,1 / 4,,,9 / 16,0 / 9,1 / 4,1 / 4,,,8,5,7,5,2.1,1.8,2 / 15,7 / 9,0 / 7,2 / 5,1 / 7,4 / 5,1 / 7,4 / 5,"Servy Massey Fertility Institute, Servy Institute for Reproductive Endocrinology",Yes,No,Yes,No,Yes,Yes,Yes,0,GA
143,"COLUMBUS CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY, LLC",,COLUMBUS,GEORGIA,100%,93%,0%,0%,0%,39%,80%,9%,25%,18%,59%,0%,0%,32%,54%,99,1,"Prakash J. Thiruppathi, MD",45,16,7,1,0,0,4.4,3 / 16,0 / 7,0 / 1,,,2.4,2.5,2.4,1.0,,,41.2,40.0,1 / 17,0 / 1,,,0.0,0 / 10,0 / 6,,,,22.2,2 / 16,1 / 7,0 / 1,,,2.2,1 / 16,0 / 7,0 / 1,,,42.2,5 / 16,1 / 7,0 / 1,,,46.7,7 / 16,1 / 7,0 / 1,,,35,12,7,1,0,0,28.6,2 / 12,1 / 7,0 / 1,,,2.9,1 / 12,0 / 7,0 / 1,,,54.3,5 / 12,1 / 7,0 / 1,,,60.0,7 / 12,1 / 7,0 / 1,,,21,7,1,0,0,0,47.6,2 / 7,1 / 1,,,,4.8,1 / 7,0 / 1,,,,90.5,5 / 7,1 / 1,,,,14,4,3,0,0,0,14,4,3,0,0,0,2.0,4.0,,,,,2.1,2.0,1.3,,,,56.7,3 / 8,0 / 4,,,,4 / 14,0 / 4,0 / 3,,,,0 / 14,0 / 4,0 / 3,,,,10 / 14,1 / 4,0 / 3,,,,11 / 14,2 / 4,0 / 3,,,,4,4,4,4,2.3,2.8,4 / 9,3 / 11,2 / 4,2 / 4,3 / 4,2 / 4,3 / 4,3 / 4,"Columbus Center for Reproductive Endocrinology and Infertility, LLC",Yes,Yes,Yes,Yes,Yes,No,Yes,0,GA
144,REPRODUCTIVE BIOLOGY ASSOCIATES,,SANDY SPRINGS,GEORGIA,100%,93%,0%,0%,5%,11%,16%,49%,9%,3%,30%,17%,7%,18%,18%,1145,131,"Daniel Shapiro, MD",191,120,67,41,17,5,4.2,5.0,4.5,12.2,4 / 17,0 / 5,1.6,1.8,2.3,2.9,3.2,2.4,38.6,25.4,14.7,10.9,15.6,0 / 12,48.0,29.0,16.4,3.4,0 / 7,0 / 5,32.5,30.8,16.4,17.1,2 / 17,0 / 5,0.5,0.8,0.0,0.0,0 / 17,0 / 5,41.9,35.0,20.9,17.1,3 / 17,0 / 5,46.6,42.5,26.9,24.4,3 / 17,0 / 5,177,111,63,32,10,5,35.0,33.3,17.5,21.9,2 / 10,0 / 5,0.6,0.9,0.0,0.0,0 / 10,0 / 5,45.2,37.8,22.2,21.9,3 / 10,0 / 5,50.3,45.9,28.6,31.3,3 / 10,0 / 5,89,51,18,10,3,0,69.7,72.5,11 / 18,7 / 10,2 / 3,,1.1,2.0,0 / 18,0 / 10,0 / 3,,89.9,82.4,14 / 18,7 / 10,3 / 3,,175,117,79,31,6,6,175,117,78,31,6,6,1.8,1.7,2.0,1.6,1.5,1.2,1.6,1.6,1.9,1.7,2.5,2.5,42.9,38.8,31.5,23.1,1 / 15,3 / 15,38.9,34.2,32.1,35.5,1 / 6,0 / 6,1.1,0.0,1.3,0.0,0 / 6,0 / 6,49.1,46.2,43.6,35.5,1 / 6,1 / 6,63.4,54.7,57.7,48.4,2 / 6,1 / 6,10,149,10,149,1.3,1.4,8 / 13,35.9,8 / 10,30.2,8 / 10,36.9,9 / 10,47.0,Reproductive Biology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,GA
145,THE GEORGIA CENTER FOR REPRODUCTIVE MEDICINE,,SAVANNAH,GEORGIA,100%,74%,0%,0%,1%,19%,19%,28%,13%,3%,63%,2%,2%,7%,37%,148,0,"Patrick L. Blohm, MD",60,20,12,5,1,0,5.0,15.0,1 / 12,1 / 5,0 / 1,,2.0,2.1,2.1,2.5,4.0,,45.1,50.0,26.1,1 / 10,0 / 4,,0.0,0 / 17,0 / 11,0 / 3,0 / 1,,43.3,25.0,3 / 12,1 / 5,0 / 1,,1.7,5.0,0 / 12,0 / 5,0 / 1,,61.7,50.0,4 / 12,1 / 5,0 / 1,,63.3,55.0,5 / 12,1 / 5,0 / 1,,56,17,11,4,1,0,46.4,5 / 17,3 / 11,1 / 4,0 / 1,,1.8,1 / 17,0 / 11,0 / 4,0 / 1,,66.1,10 / 17,4 / 11,1 / 4,0 / 1,,67.9,11 / 17,5 / 11,1 / 4,0 / 1,,38,11,5,1,0,0,68.4,5 / 11,3 / 5,1 / 1,,,2.6,1 / 11,0 / 5,0 / 1,,,97.4,10 / 11,4 / 5,1 / 1,,,24,12,2,1,4,0,23,12,2,1,4,0,2.9,6.0,2.0,1.0,,,1.8,2.0,2.5,1.0,1.5,,31.0,25.0,1 / 5,0 / 1,2 / 6,,39.1,5 / 12,1 / 2,0 / 1,1 / 4,,4.3,0 / 12,0 / 2,0 / 1,0 / 4,,43.5,5 / 12,1 / 2,0 / 1,1 / 4,,52.2,7 / 12,1 / 2,0 / 1,2 / 4,,5,2,5,2,2.0,2.5,2 / 10,1 / 5,2 / 5,0 / 2,2 / 5,0 / 2,3 / 5,1 / 2,The Georgia Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,GA
146,ADVANCED REPRODUCTIVE CENTER OF HAWAII,,HONOLULU,HAWAII,100%,81%,0%,0%,3%,17%,<1%,47%,7%,<1%,91%,2%,<1%,2%,63%,161,27,"Christopher T. Huang, MD",25,15,25,18,8,9,4.0,2 / 15,12.0,1 / 18,0 / 8,5 / 9,2.0,2.5,2.9,3.9,4.9,2.0,44.7,15.6,13.3,1.6,5.1,0 / 8,13.0,0 / 13,0 / 18,0 / 14,0 / 8,0 / 1,16.0,4 / 15,16.0,1 / 18,1 / 8,0 / 9,4.0,0 / 15,0.0,0 / 18,0 / 8,0 / 9,48.0,4 / 15,20.0,1 / 18,1 / 8,0 / 9,48.0,5 / 15,20.0,1 / 18,2 / 8,0 / 9,24,13,21,16,8,4,16.7,4 / 13,19.0,1 / 16,1 / 8,0 / 4,4.2,0 / 13,0.0,0 / 16,0 / 8,0 / 4,50.0,4 / 13,23.8,1 / 16,1 / 8,0 / 4,50.0,5 / 13,23.8,1 / 16,2 / 8,0 / 4,12,5,5,1,2,0,4 / 12,4 / 5,4 / 5,1 / 1,1 / 2,,1 / 12,0 / 5,0 / 5,0 / 1,0 / 2,,12 / 12,4 / 5,5 / 5,1 / 1,1 / 2,,10,7,5,3,0,0,7,7,5,3,0,0,0.9,1.8,0.5,0.3,0.0,0.0,2.3,2.4,2.0,2.3,,,6 / 16,8 / 17,2 / 10,0 / 7,,,1 / 7,1 / 7,2 / 5,0 / 3,,,0 / 7,0 / 7,0 / 5,0 / 3,,,2 / 7,3 / 7,2 / 5,0 / 3,,,3 / 7,5 / 7,2 / 5,0 / 3,,,8,1,8,1,2.1,3.0,7 / 17,3 / 3,1 / 8,0 / 1,4 / 8,1 / 1,4 / 8,1 / 1,Advanced Reproductive Center of Hawaii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
147,"ADVANCED REPRODUCTIVE MEDICINE & GYNECOLOGY OF HAWAII, INC.",,HONOLULU,HAWAII,100%,89%,0%,<1%,<1%,7%,11%,16%,11%,6%,98%,2%,0%,0%,45%,264,64,"John L. Frattarelli, MD",36,36,27,17,5,2,2.8,11.1,3.7,5 / 17,0 / 5,2 / 2,2.1,2.4,2.6,2.7,4.0,,31.4,26.0,20.9,12.5,0 / 16,,6.1,0.0,4.0,0 / 11,0 / 4,,36.1,33.3,18.5,2 / 17,0 / 5,0 / 2,0.0,0.0,0.0,0 / 17,0 / 5,0 / 2,44.4,41.7,25.9,3 / 17,0 / 5,0 / 2,52.8,44.4,48.1,3 / 17,0 / 5,0 / 2,33,31,26,12,4,0,39.4,38.7,19.2,2 / 12,0 / 4,,0.0,0.0,0.0,0 / 12,0 / 4,,48.5,48.4,26.9,3 / 12,0 / 4,,57.6,51.6,50.0,3 / 12,0 / 4,,19,16,13,3,0,0,13 / 19,12 / 16,5 / 13,2 / 3,,,0 / 19,0 / 16,0 / 13,0 / 3,,,16 / 19,15 / 16,7 / 13,3 / 3,,,22,10,13,7,5,2,22,10,13,6,5,2,1.0,1.7,1.2,0.8,0.4,0.2,1.8,1.8,1.9,1.8,1.6,2.0,55.0,6 / 18,28.0,9 / 11,4 / 8,1 / 4,31.8,6 / 10,5 / 13,1 / 6,2 / 5,1 / 2,0.0,0 / 10,0 / 13,0 / 6,0 / 5,0 / 2,63.6,6 / 10,6 / 13,4 / 6,2 / 5,1 / 2,77.3,7 / 10,8 / 13,4 / 6,3 / 5,2 / 2,6,12,4,12,2.0,1.9,2 / 8,39.1,2 / 4,5 / 12,2 / 4,7 / 12,2 / 4,9 / 12,"Advanced Reproductive Medicine & Gynecology of Hawaii, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
148,IVF HAWAII,,HONOLULU,HAWAII,100%,84%,0%,0%,0%,37%,18%,35%,61%,<1%,55%,17%,0%,36%,43%,115,0,"Benton Chun, MD",17,20,26,9,8,3,0 / 17,20.0,26.9,2 / 9,0 / 8,0 / 3,1.4,1.9,3.2,3.6,3.8,4.0,10 / 18,43.5,19.3,0 / 18,3.3,1 / 12,7 / 12,3 / 12,0 / 17,0 / 5,0 / 6,0 / 2,8 / 17,20.0,15.4,0 / 9,1 / 8,0 / 3,0 / 17,0.0,0.0,0 / 9,0 / 8,0 / 3,8 / 17,35.0,23.1,0 / 9,1 / 8,0 / 3,9 / 17,40.0,26.9,1 / 9,1 / 8,1 / 3,13,12,18,5,8,3,8 / 13,4 / 12,4 / 18,0 / 5,1 / 8,0 / 3,0 / 13,0 / 12,0 / 18,0 / 5,0 / 8,0 / 3,8 / 13,7 / 12,6 / 18,0 / 5,1 / 8,0 / 3,9 / 13,8 / 12,7 / 18,1 / 5,1 / 8,1 / 3,9,8,7,1,1,1,8 / 9,4 / 8,4 / 7,0 / 1,1 / 1,0 / 1,0 / 9,0 / 8,0 / 7,0 / 1,0 / 1,0 / 1,8 / 9,7 / 8,6 / 7,0 / 1,1 / 1,0 / 1,11,5,5,2,0,0,10,5,4,2,0,0,3.3,1.7,,2.0,,,1.6,1.8,3.0,2.0,,,3 / 16,4 / 9,3 / 12,0 / 4,,,3 / 10,2 / 5,0 / 4,0 / 2,,,0 / 10,0 / 5,0 / 4,0 / 2,,,3 / 10,3 / 5,1 / 4,0 / 2,,,3 / 10,3 / 5,1 / 4,0 / 2,,,8,1,6,1,1.8,2.0,3 / 11,1 / 2,3 / 6,1 / 1,3 / 6,1 / 1,3 / 6,1 / 1,IVF Hawaii,Yes,No,Yes,No,Yes,No,Yes,0,HI
149,PACIFIC IN VITRO FERTILIZATION INSTITUTE,,HONOLULU,HAWAII,100%,77%,0%,<1%,2%,16%,6%,40%,33%,<1%,39%,7%,1%,9%,25%,476,0,"Thomas S. Kosasa, MD",62,51,48,34,21,13,8.1,13.7,8.3,35.3,9.5,3 / 13,2.3,2.3,3.3,3.7,3.4,4.2,27.8,27.7,7.1,5.6,9.8,4.0,2.2,5.6,0.0,0 / 18,0 / 16,0 / 6,16.1,23.5,16.7,5.9,14.3,0 / 13,0.0,0.0,0.0,0.0,0.0,0 / 13,29.0,29.4,16.7,5.9,19.0,0 / 13,35.5,35.3,22.9,11.8,23.8,1 / 13,46,36,38,19,18,6,21.7,33.3,21.1,2 / 19,3 / 18,0 / 6,0.0,0.0,0.0,0 / 19,0 / 18,0 / 6,39.1,41.7,21.1,2 / 19,4 / 18,0 / 6,47.8,50.0,28.9,4 / 19,5 / 18,1 / 6,22,18,11,4,5,1,45.5,12 / 18,8 / 11,2 / 4,3 / 5,0 / 1,0.0,0 / 18,0 / 11,0 / 4,0 / 5,0 / 1,81.8,15 / 18,8 / 11,2 / 4,4 / 5,0 / 1,23,23,15,5,3,2,22,22,15,4,3,2,2.2,2.8,3.0,2.0,3.0,2.0,2.3,2.1,2.5,2.3,2.0,4.0,37.3,40.4,21.6,1 / 9,2 / 6,2 / 8,36.4,18.2,4 / 15,0 / 4,1 / 3,0 / 2,0.0,0.0,0 / 15,0 / 4,0 / 3,0 / 2,50.0,50.0,5 / 15,0 / 4,1 / 3,1 / 2,63.6,59.1,8 / 15,2 / 4,2 / 3,1 / 2,97,79,92,69,2.0,1.9,44.3,30.1,30.4,29.0,53.3,37.7,60.9,47.8,Pacific In Vitro Fertilization Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,HI
