OrderID,Clinic_Name,PrevClinName2,City,State,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,No_of_IVF_cycles_in_2012,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
120,FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE,,JACKSONVILLE,FLORIDA,100%,90%,0%,<1%,3%,17%,18%,29%,15%,5%,60%,6%,4%,11%,34%,801,14,"Kevin L. Winslow, MD",230,77,72,21,11,4,1.7,7.8,2.8,4.8,11-Jan,0 / 4,2,2.2,2.3,2.9,2.6,3,34.4,31.7,19.7,15.2,0,0 / 12,8.6,4.8,1.9,16-Jan,0 / 7,0 / 3,25.7,20.8,27.8,19,0 / 11,0 / 4,0.9,0,0,0,0 / 11,0 / 4,38.3,35.1,29.2,23.8,0 / 11,0 / 4,44.3,42.9,30.6,28.6,0 / 11,4-Jan,201,67,57,16,10,4,29.4,23.9,35.1,16-Apr,0 / 10,0 / 4,1,0,0,0 / 16,0 / 10,0 / 4,43.8,40.3,36.8,16-May,0 / 10,0 / 4,50.7,49.3,38.6,16-Jun,0 / 10,4-Jan,102,33,22,6,0,1,57.8,48.5,90.9,6-Apr,,0 / 1,2,0,0,0 / 6,,0 / 1,86.3,81.8,95.5,6-May,,0 / 1,145,52,40,8,2,6,143,51,39,8,2,6,1.9,2.7,1.8,2,,,1.8,1.8,1.9,2.4,2.5,3,28.7,27.8,6.6,19-Apr,0 / 5,0 / 18,28.7,27.5,10.3,8-Jan,0 / 2,0 / 6,0,2,0,0 / 8,0 / 2,0 / 6,36.4,35.3,10.3,8-Feb,0 / 2,0 / 6,44.1,41.2,10.3,8-Mar,0 / 2,0 / 6,54,65,53,65,1.9,1.9,42.7,29,30.2,24.6,49.1,33.8,60.4,46.2,Florida Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,No,Yes,0,FL
121,JACKSONVILLE CENTER FOR REPRODUCTIVE MEDICINE,,JACKSONVILLE,FLORIDA,100%,26%,0%,0%,3%,6%,14%,23%,40%,4%,11%,5%,0%,<1%,<1%,314,3,"Michael D. Fox, MD",91,57,37,10,6,1,3.3,1.8,5.4,10-Jan,6-Feb,0 / 1,1.9,2,2.2,2,1.3,2,29.6,22,13.2,0 / 16,0 / 4,0 / 2,6.8,5,0,0 / 6,0 / 1,0 / 1,31.9,19.3,16.2,0 / 10,0 / 6,0 / 1,1.1,0,0,0 / 10,0 / 6,0 / 1,37.4,26.3,18.9,0 / 10,0 / 6,0 / 1,41.8,36.8,21.6,0 / 10,0 / 6,0 / 1,79,50,31,8,3,1,36.7,22,19.4,0 / 8,0 / 3,0 / 1,1.3,0,0,0 / 8,0 / 3,0 / 1,43,30,22.6,0 / 8,0 / 3,0 / 1,48.1,42,25.8,0 / 8,0 / 3,0 / 1,38,21,8,0,0,0,76.3,52.4,8-Jun,,,,2.6,0,0 / 8,,,,89.5,71.4,8-Jul,,,,44,16,8,3,0,0,41,15,8,3,0,0,2.2,1.5,2,1.5,,,1.9,1.5,2.1,2,,,11.8,8.7,17-Feb,6-Jan,,,19.5,0 / 15,0 / 8,0 / 3,,,0,0 / 15,0 / 8,0 / 3,,,19.5,15-Jan,8-Jan,0 / 3,,,26.8,15-Jan,8-Jan,3-Jan,,,16,22,15,20,1.9,1.7,44.8,3,15-Apr,0,15-Aug,0,15-Dec,15,Jacksonville Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,FL
122,CENTER FOR NATURAL IVF,,JUPITER,FLORIDA,100%,46%,8%,0%,0%,14%,7%,71%,14%,0%,18%,14%,0%,21%,18%,50,22,"Gene Manko, MD",3,1,7,10,2,1,3-Jan,0 / 1,7-Feb,10-Apr,2-Jan,0 / 1,1,,1,,,,0 / 1,,0 / 1,,,,,,,,,,0 / 3,0 / 1,0 / 7,0 / 10,0 / 2,0 / 1,0 / 3,0 / 1,0 / 7,0 / 10,0 / 2,0 / 1,0 / 3,0 / 1,0 / 7,0 / 10,0 / 2,0 / 1,0 / 3,0 / 1,0 / 7,0 / 10,0 / 2,0 / 1,1,0,1,0,0,0,0 / 1,,0 / 1,,,,0 / 1,,0 / 1,,,,0 / 1,,0 / 1,,,,0 / 1,,0 / 1,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,1,0,0,1,0,,0.5,0,0,0.1,0,2,1,,,1,,0 / 2,0 / 1,,,0 / 1,,0 / 1,0 / 1,,,0 / 1,,0 / 1,0 / 1,,,0 / 1,,0 / 1,0 / 1,,,0 / 1,,0 / 1,0 / 1,,,0 / 1,,0,0,0,0,,,,,,,,,,,Center for Natural IVF,Yes,No,Yes,Yes,Yes,Yes,Yes,0,FL
123,IVF FLORIDA,,MARGATE,FLORIDA,100%,75%,0%,<1%,3%,17%,12%,29%,8%,2%,37%,9%,9%,7%,14%,1062,12,"David I. Hoffman, MD",263,161,166,77,37,5,4.9,7.5,15.1,10.4,13.5,0 / 5,1.7,2,2.4,3.2,3.9,3.3,33.5,23.4,15.6,5.5,1.9,0 / 10,23.9,8.3,1.7,0,0,0 / 3,27,23,12.7,11.7,0,0 / 5,0,0,0,0,0,0 / 5,35,28,17.5,11.7,0,0 / 5,41.4,32.9,26.5,15.6,10.8,0 / 5,224,131,127,62,27,3,31.7,28.2,16.5,14.5,0,0 / 3,0,0,0,0,0,0 / 3,41.1,34.4,22.8,14.5,0,0 / 3,48.7,40.5,34.6,19.4,14.8,0 / 3,109,53,44,12,4,0,65.1,69.8,47.7,12-Sep,0 / 4,,0,0,0,0 / 12,0 / 4,,84.4,84.9,65.9,12-Sep,0 / 4,,107,47,42,22,10,8,104,45,41,21,9,7,1.6,1.6,2,4.2,9,,1.6,1.5,1.7,1.8,2.2,1.7,27.8,39.1,27.5,26.3,15,12-Feb,29.8,37.8,31.7,28.6,9-Jan,0 / 7,0,0,0,0,0 / 9,0 / 7,35.6,46.7,36.6,33.3,9-Jan,7-Jan,45.2,51.1,43.9,42.9,9-Feb,7-Jan,72,33,63,32,1.5,1.7,45.3,29.1,36.5,31.3,46,40.6,63.5,59.4,IVF Florida,Yes,No,Yes,Yes,Yes,Yes,Yes,0,FL
124,VIERA FERTILITY CENTER,FERTILITY AND REPRODUCTIVE MEDICINE CENTER FOR WOMEN,MELBOURNE,FLORIDA,100%,35%,0%,3%,3%,29%,22%,34%,2%,12%,42%,5%,5%,22%,20%,41,0,"Diran Chamoun, MD",16,6,6,3,4,2,16-Feb,0 / 6,0 / 6,0 / 3,4-Feb,0 / 2,1.8,2,2.6,3.5,1,1,31.8,6-Jan,13-Jan,7-Jan,0 / 1,0 / 2,0 / 10,0 / 3,0 / 4,0 / 2,,,16-Apr,6-Jan,6-Jan,0 / 3,0 / 4,0 / 2,0 / 16,0 / 6,0 / 6,0 / 3,0 / 4,0 / 2,16-May,6-Jan,6-Jan,0 / 3,0 / 4,0 / 2,16-May,6-Jan,6-Jan,3-Jan,0 / 4,0 / 2,12,3,5,2,1,2,12-Apr,3-Jan,5-Jan,0 / 2,0 / 1,0 / 2,0 / 12,0 / 3,0 / 5,0 / 2,0 / 1,0 / 2,12-May,3-Jan,5-Jan,0 / 2,0 / 1,0 / 2,12-May,3-Jan,5-Jan,2-Jan,0 / 1,0 / 2,5,1,1,1,0,0,5-Apr,1-Jan,1-Jan,0 / 1,,,0 / 5,0 / 1,0 / 1,0 / 1,,,5-May,1-Jan,1-Jan,0 / 1,,,0,1,0,0,0,0,0,1,0,0,0,0,,1,,,,,,3,,,,,,3-Mar,,,,,,0 / 1,,,,,,0 / 1,,,,,,1-Jan,,,,,,1-Jan,,,,,2,1,2,1,2,3,4-Feb,3-Feb,2-Jan,1-Jan,2-Jan,1-Jan,2-Feb,1-Jan,"Viera Fertility Center, Fertility and Reproductive Medicine Center for Women",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,FL
125,"FERTILITY & IVF CENTER OF MIAMI, INC.",,MIAMI,FLORIDA,100%,85%,0%,2%,7%,17%,16%,52%,12%,13%,37%,33%,2%,30%,27%,425,0,"Michael H. Jacobs, MD",78,70,97,29,7,10,6.4,8.6,14.4,31,7-Jan,10-May,2,2.2,2.1,2.5,1.8,3.3,41.7,35.1,21.3,16.3,9-Jan,0 / 13,9.7,0,3.1,0 / 17,0 / 4,0 / 3,26.9,21.4,21.6,0,7-Jan,0 / 10,1.3,0,0,0,0 / 7,0 / 10,38.5,31.4,23.7,3.4,7-Jan,0 / 10,42.3,38.6,28.9,17.2,7-Jan,0 / 10,64,53,77,17,5,4,32.8,28.3,27.3,0 / 17,5-Jan,0 / 4,1.6,0,0,0 / 17,0 / 5,0 / 4,46.9,41.5,29.9,17-Jan,5-Jan,0 / 4,51.6,50.9,36.4,17-May,5-Jan,0 / 4,33,27,28,5,1,0,63.6,55.6,75,0 / 5,1-Jan,,3,0,0,0 / 5,0 / 1,,90.9,81.5,82.1,5-Jan,1-Jan,,33,22,17,13,3,6,32,21,16,13,3,6,2.1,2.3,1.3,3.3,,3,1.8,2,2.1,1.8,2,2,39.7,33.3,26.5,20.8,0 / 6,12-Jul,34.4,33.3,16-Mar,13-Mar,0 / 3,6-Jan,0,0,0 / 16,0 / 13,0 / 3,0 / 6,46.9,42.9,16-May,13-Apr,0 / 3,6-Apr,53.1,47.6,16-Jul,13-Apr,0 / 3,6-Apr,38,2,31,2,2,2,60.7,0 / 4,32.3,0 / 2,64.5,0 / 2,77.4,0 / 2,"Fertility & IVF Center of Miami, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,FL
126,UNIVERSITY OF MIAMI INFERTILITY CENTER,,MIAMI,FLORIDA,100%,64%,0%,0%,4%,19%,6%,39%,6%,2%,36%,13%,11%,13%,16%,165,3,"George R. Attia, MD",43,33,28,18,2,0,4.7,9.1,28.6,18-Feb,2-Jan,,2.2,2.3,2.3,2.8,2,,32.6,33.9,20.9,6.7,0 / 2,,2.8,0,0 / 16,0 / 16,0 / 1,,25.6,21.2,17.9,18-Feb,0 / 2,,0,0,0,0 / 18,0 / 2,,41.9,36.4,25,18-Feb,0 / 2,,46.5,48.5,25,18-Mar,0 / 2,,39,27,19,16,1,0,28.2,25.9,19-May,16-Feb,0 / 1,,0,0,0 / 19,0 / 16,0 / 1,,46.2,44.4,19-Jul,16-Feb,0 / 1,,51.3,59.3,19-Jul,16-Mar,0 / 1,,20,16,7,3,0,0,55,16-Jul,7-May,3-Feb,,,0,0 / 16,0 / 7,0 / 3,,,90,16-Dec,7-Jul,3-Feb,,,14,7,6,3,1,0,13,7,5,2,1,0,1.9,2.3,1.7,2,,,2,2.1,2.4,2,2,,23.1,15-Feb,12-Jan,0 / 4,0 / 2,,13-Mar,7-Jan,5-Jan,0 / 2,0 / 1,,0 / 13,0 / 7,0 / 5,0 / 2,0 / 1,,13-Mar,7-Jan,5-Jan,0 / 2,0 / 1,,13-Jul,7-Feb,5-Jan,0 / 2,0 / 1,,6,1,6,1,1.8,4,11-May,0 / 4,6-Feb,0 / 1,6-Mar,0 / 1,6-Apr,0 / 1,University of Miami Infertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,FL
127,"CENTER FOR REPRODUCTIVE MEDICINE, PA",,ORLANDO,FLORIDA,100%,58%,<1%,<1%,2%,11%,37%,20%,17%,6%,25%,9%,3%,11%,15%,802,85,"Randall A. Loy, MD",196,95,78,39,14,2,11.2,16.8,17.9,30.8,14-May,0 / 2,1.6,1.7,2.3,2.5,3.3,2,40.7,29.4,21.4,10.5,3.8,0 / 4,31,23.3,6.7,0 / 19,0 / 7,0 / 1,27.6,22.1,12.8,5.1,14-Jan,0 / 2,0.5,0,0,0,0 / 14,0 / 2,37.8,27.4,19.2,7.7,14-Jan,0 / 2,45.4,36.8,29.5,17.9,14-Feb,0 / 2,164,75,52,23,8,2,32.9,28,19.2,8.7,8-Jan,0 / 2,0.6,0,0,0,0 / 8,0 / 2,45.1,34.7,28.8,13,8-Jan,0 / 2,54.3,46.7,44.2,30.4,8-Feb,0 / 2,89,35,23,7,2,0,60.7,60,43.5,7-Feb,2-Jan,,1.1,0,0,0 / 7,0 / 2,,83.1,74.3,65.2,7-Mar,2-Jan,,95,47,51,13,5,4,79,40,38,10,5,4,1.6,1.5,1.2,0.6,0.7,,1.7,1.8,1.8,1.4,1.2,2,42.3,23.6,25.7,14-Feb,6-Mar,8-Mar,40.5,35,28.9,10-Feb,5-Jan,4-Jan,0,0,0,0 / 10,0 / 5,0 / 4,55.7,37.5,31.6,10-Feb,5-Feb,4-Feb,60.8,50,44.7,10-Feb,5-Feb,4-Feb,36,42,29,36,1.7,1.8,27.1,15.6,27.6,22.2,27.6,25,48.3,41.7,"Center for Reproductive Medicine, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,FL
128,REPRODUCTIVE MEDICINE INSTITUTE,,ORLANDO,FLORIDA,100%,45%,0%,0%,18%,38%,52%,50%,14%,5%,24%,14%,0%,45%,24%,42,0,"Fernando L. Gomez, MD",16,6,8,8,2,0,16-Jan,0 / 6,0 / 8,8-Jan,0 / 2,,1.8,1.6,2.1,1.6,3,,34.8,8-May,15-Apr,0 / 8,0 / 6,,11-Jan,0 / 3,0 / 7,0 / 2,0 / 1,,0 / 16,6-Apr,8-Feb,0 / 8,0 / 2,,0 / 16,0 / 6,0 / 8,0 / 8,0 / 2,,16-Mar,6-Apr,8-Mar,0 / 8,0 / 2,,16-Jun,6-Apr,8-Apr,0 / 8,0 / 2,,13,5,7,5,2,0,0 / 13,5-Apr,7-Feb,0 / 5,0 / 2,,0 / 13,0 / 5,0 / 7,0 / 5,0 / 2,,13-Mar,5-Apr,7-Mar,0 / 5,0 / 2,,13-Jun,5-Apr,7-Apr,0 / 5,0 / 2,,6,4,4,0,0,0,0 / 6,4-Apr,4-Feb,,,,0 / 6,0 / 4,0 / 4,,,,6-Mar,4-Apr,4-Mar,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,0 / 2,0 / 2,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,Reproductive Medicine Institute,Yes,No,Yes,Yes,Yes,No,Yes,0,FL
129,"NEW LEADERS IN INFERTILITY & ENDOCRINOLOGY, LLC",,PENSACOLA,FLORIDA,100%,88%,0%,0%,1%,25%,12%,36%,21%,1%,29%,2%,5%,14%,13%,187,0,"Barry A. Ripps, MD",95,37,20,13,4,1,11.6,8.1,15,0 / 13,0 / 4,0 / 1,1.9,2.1,2.2,2.6,2,,41.2,20.8,16.1,7.7,6-Jan,,7.3,0 / 19,0 / 11,0 / 7,0 / 1,,28.4,18.9,5,13-Feb,4-Jan,0 / 1,1.1,0,5,0 / 13,0 / 4,0 / 1,37.9,18.9,10,13-Feb,4-Jan,0 / 1,44.2,29.7,15,13-Feb,4-Feb,0 / 1,69,25,14,10,3,0,39.1,28,14-Jan,10-Feb,3-Jan,,1.4,0,14-Jan,0 / 10,0 / 3,,52.2,28,14-Feb,10-Feb,3-Jan,,60.9,44,14-Mar,10-Feb,3-Feb,,42,11,3,2,2,0,64.3,11-Jul,3-Jan,2-Feb,2-Jan,,2.4,0 / 11,3-Jan,0 / 2,0 / 2,,85.7,11-Jul,3-Feb,2-Feb,2-Jan,,9,4,2,0,0,0,7,4,2,0,0,0,1.8,1.3,0.7,,,,1.9,1.8,2,,,,13-Apr,0 / 7,0 / 4,,,,7-Mar,0 / 4,0 / 2,,,,0 / 7,0 / 4,0 / 2,,,,7-Mar,0 / 4,0 / 2,,,,7-May,4-Jan,0 / 2,,,,0,2,0,2,,2,,0 / 4,,0 / 2,,0 / 2,,0 / 2,"New Leaders in Infertility & Endocrinology, LLC",No,Yes,Yes,No,Yes,Yes,Yes,0,FL
130,FERTILITY & GENETICS,,PLANTATION,FLORIDA,100%,72%,0%,0%,<1%,21%,8%,55%,14%,16%,75%,19%,<1%,10%,67%,206,0,"Mick Abaé, MD",61,34,38,27,3,0,4.9,5.9,2.6,11.1,3-Jan,,2.1,2.5,3.1,3.1,3,,33.7,21.5,16.9,6.5,0 / 3,,2.4,4,0,0 / 17,0 / 1,,24.6,8.8,26.3,11.1,0 / 3,,0,0,0,0,0 / 3,,32.8,14.7,26.3,11.1,0 / 3,,41,32.4,28.9,14.8,0 / 3,,45,26,27,20,1,0,33.3,11.5,37,15,0 / 1,,0,0,0,0,0 / 1,,44.4,19.2,37,15,0 / 1,,55.6,42.3,40.7,20,0 / 1,,25,11,11,4,0,0,60,11-Mar,11-Oct,4-Mar,,,0,0 / 11,0 / 11,0 / 4,,,80,11-May,11-Oct,4-Mar,,,10,5,2,1,1,0,10,5,2,1,1,0,1,1.3,,,,,2.5,2,2.5,3,3,,0,10-Mar,0 / 5,0 / 3,0 / 3,,0 / 10,5-Jan,0 / 2,0 / 1,0 / 1,,0 / 10,0 / 5,0 / 2,0 / 1,0 / 1,,0 / 10,5-Jan,0 / 2,0 / 1,0 / 1,,0 / 10,5-Feb,0 / 2,0 / 1,0 / 1,,19,5,18,5,2.1,2.4,28.9,12-Feb,18-May,5-Feb,18-Jul,5-Feb,18-Aug,5-Feb,Fertility & Genetics,Yes,No,Yes,Yes,Yes,Yes,Yes,0,FL
131,"FERTILITY CENTER AND APPLIED GENETICS OF FLORIDA, INC.",,SARASOTA,FLORIDA,100%,81%,0%,8%,25%,5%,7%,35%,5%,3%,47%,22%,2%,8%,17%,143,27,"Julio E. Pabon, MD",30,23,10,4,0,0,10,17.4,10-Jan,4-Jan,,,2,2.2,2.5,2.7,,,36.2,30,0 / 15,8-Jan,,,0 / 19,0 / 16,0 / 5,0 / 3,,,30,39.1,0 / 10,4-Jan,,,0,0,0 / 10,0 / 4,,,36.7,39.1,0 / 10,4-Jan,,,43.3,52.2,0 / 10,4-Jan,,,24,18,6,3,0,0,37.5,18-Sep,0 / 6,3-Jan,,,0,0 / 18,0 / 6,0 / 3,,,45.8,18-Sep,0 / 6,3-Jan,,,54.2,18-Dec,0 / 6,3-Jan,,,13,12,0,1,0,0,13-Sep,12-Sep,,1-Jan,,,0 / 13,0 / 12,,0 / 1,,,13-Nov,12-Sep,,1-Jan,,,17,6,1,0,0,0,17,6,1,0,0,0,0.8,0.8,1,0,,0,1.9,1.8,2,,,,42.4,11-May,2-Jan,,,,17-Aug,6-May,1-Jan,,,,0 / 17,0 / 6,0 / 1,,,,17-Nov,6-May,1-Jan,,,,17-Nov,6-May,1-Jan,,,,14,11,14,11,1.6,2.1,60.9,13,14-Jun,11-Mar,14-Oct,11-Mar,14-Nov,11-May,"Fertility Center and Applied Genetics of Florida, Inc.",Yes,Yes,Yes,Yes,Yes,No,No,0,FL
132,SOUTH FLORIDA INSTITUTE FOR REPRODUCTIVE MEDICINE,,SOUTH MIAMI,FLORIDA,100%,66%,0%,<1%,9%,17%,10%,13%,12%,4%,56%,48%,3%,11%,40%,919,30,"Juergen Eisermann, MD",219,187,153,93,19,2,5,15.5,23.5,21.5,19-Jan,2-Jan,1.8,1.8,1.9,2.1,2.2,2,52.3,39.3,22.8,21.2,17.9,0 / 2,16.8,7,2.7,0,0 / 8,0 / 1,29.2,26.7,13.7,10.8,19-Mar,0 / 2,1.8,0,0,1.1,0 / 19,0 / 2,48.4,38.5,17,12.9,19-Mar,0 / 2,54.8,42.8,18.3,19.4,19-Apr,0 / 2,182,146,90,48,13,1,35.2,34.2,23.3,20.8,13-Mar,0 / 1,2.2,0,0,2.1,0 / 13,0 / 1,58.2,49.3,28.9,25,13-Mar,0 / 1,65.9,54.8,31.1,37.5,13-Apr,0 / 1,120,80,28,18,4,0,53.3,62.5,75,18-Oct,4-Mar,,3.3,0,0,18-Jan,0 / 4,,88.3,90,92.9,18-Dec,4-Mar,,48,37,28,13,0,1,46,36,25,13,0,1,1.8,1.1,1.5,0.9,0,,1.8,1.7,2,1.8,,2,38.8,32.3,22.4,30.4,,2-Jan,45.7,25,32,13-May,,1-Jan,0,0,0,0 / 13,,0 / 1,54.3,36.1,36,13-May,,1-Jan,58.7,44.4,40,13-Jul,,1-Jan,55,34,50,32,1.9,1.8,73.1,44.6,36,43.8,82,56.3,84,59.4,South Florida Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,FL
133,"REPRODUCTIVE HEALTH ASSOCIATES, PA","CATHERINE COWART, MD, FACOG",TAMPA,FLORIDA,100%,74%,0%,0%,5%,38%,10%,14%,0%,0%,86%,0%,0%,0%,38%,21,0,"Catherine L. Cowart, MD",10,5,3,1,0,0,10-Jan,5-Feb,0 / 3,1-Jan,,,2.1,2.3,2.7,,,,19-Mar,7-Mar,8-Mar,,,,0 / 9,0 / 3,0 / 3,,,,10-Mar,5-Jan,3-Jan,0 / 1,,,0 / 10,0 / 5,0 / 3,0 / 1,,,10-Mar,5-Feb,3-Feb,0 / 1,,,10-Mar,5-Feb,3-Feb,0 / 1,,,9,3,3,0,0,0,9-Mar,3-Jan,3-Jan,,,,0 / 9,0 / 3,0 / 3,,,,9-Mar,3-Feb,3-Feb,,,,9-Mar,3-Feb,3-Feb,,,,3,2,2,0,0,0,3-Mar,2-Jan,2-Jan,,,,0 / 3,0 / 2,0 / 2,,,,3-Mar,2-Feb,2-Feb,,,,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,,2-Jan,,1-Jan,,1-Jan,,1-Jan,,"Reproductive Health Associates, PA, Catherine Cowart, MD, FACOG",Yes,No,Yes,No,Yes,No,Yes,0,FL
